satisfaction	marital	income	age	religious	onlyMyReligion	religionRules	armyRules	continent	region
7	1	8	55	3	4	4	3	Europe	528
8	1	5	46	1	2	2	1	Europe	528
7	3	1	36	2	-1	-1	-1	Europe	528
2	6	1	40	2	3	4	3	Europe	528
8	1	3	50	1	3	3	3	Europe	528
7	5	2	81	1	3	-1	-1	Europe	528
8	6	-2	19	1	-1	-1	3	Europe	528
8	5	1	72	2	3	3	1	Europe	528
9	1	8	67	2	4	4	3	Europe	528
-1	1	-1	47	1	3	3	-1	Europe	528
8	1	6	61	3	-1	4	4	Europe	528
8	1	3	63	1	3	2	4	Europe	528
7	1	4	62	2	4	4	3	Europe	528
8	2	6	45	1	3	3	-1	Europe	528
7	1	-2	36	2	4	3	2	Europe	528
3	6	2	57	2	3	3	3	Europe	528
8	6	4	42	2	2	3	3	Europe	528
6	1	-1	47	1	-1	-1	3	Europe	528
8	1	-1	82	1	-1	-1	2	Europe	528
8	1	4	66	1	3	3	4	Europe	528
7	4	3	55	2	4	4	4	Europe	528
8	1	4	27	1	3	2	3	Europe	528
8	1	7	57	1	2	3	4	Europe	528
9	6	-1	49	3	4	4	4	Europe	528
9	1	3	66	1	3	3	-1	Europe	528
7	1	6	47	2	4	4	2	Europe	528
8	6	-1	23	1	4	4	-1	Europe	528
9	6	2	64	1	1	2	4	Europe	528
7	1	6	34	2	4	4	3	Europe	528
9	1	5	77	2	-1	4	2	Europe	528
7	5	2	67	1	3	3	-1	Europe	528
5	3	6	60	1	4	-1	3	Europe	528
8	1	-1	38	2	4	4	2	Europe	528
4	6	2	62	2	-1	4	2	Europe	528
8	3	2	73	1	4	4	2	Europe	528
7	1	3	71	1	3	3	3	Europe	528
6	6	3	29	1	-1	3	2	Europe	528
6	1	7	56	2	4	4	-1	Europe	528
4	1	3	32	3	-1	4	2	Europe	528
8	1	5	57	1	3	3	2	Europe	528
9	1	5	61	2	4	4	2	Europe	528
7	1	3	52	1	-1	-1	-1	Europe	528
10	2	-2	54	1	2	3	-1	Europe	528
10	2	6	37	1	4	4	2	Europe	528
4	1	9	68	2	4	4	3	Europe	528
8	6	5	64	2	4	4	4	Europe	528
7	1	-2	37	-1	4	3	-1	Europe	528
6	5	2	71	1	3	3	1	Europe	528
6	1	7	56	1	3	3	2	Europe	528
9	1	4	71	1	3	3	2	Europe	528
8	1	5	25	2	4	4	4	Europe	528
8	2	6	24	2	3	3	4	Europe	528
7	2	4	33	1	4	3	4	Europe	528
7	6	3	50	2	4	4	2	Europe	528
8	1	6	66	2	4	4	2	Europe	528
7	1	7	58	1	4	4	4	Europe	528
7	3	6	66	2	4	4	4	Europe	528
7	1	4	47	2	3	3	2	Europe	528
10	2	3	21	2	-1	-1	-1	Europe	528
7	5	3	77	2	1	4	2	Europe	528
6	3	2	51	1	4	4	4	Europe	528
-1	1	4	39	2	3	3	1	Europe	528
8	1	2	80	1	-1	2	-1	Europe	528
5	6	2	58	2	-1	3	2	Europe	528
7	6	6	39	1	1	-1	-1	Europe	528
6	6	3	61	1	4	-1	-1	Europe	528
7	3	2	60	2	4	4	-1	Europe	528
8	1	4	64	1	3	3	3	Europe	528
9	1	3	67	-1	4	4	-1	Europe	528
8	1	8	50	3	4	4	4	Europe	528
8	2	4	43	2	-1	4	1	Europe	528
8	3	2	46	1	3	3	-1	Europe	528
9	1	-1	44	2	4	4	3	Europe	528
8	1	9	53	2	4	4	4	Europe	528
7	6	2	70	1	-1	4	-1	Europe	528
5	3	2	66	1	4	4	4	Europe	528
7	1	2	67	1	3	3	2	Europe	528
8	4	-1	49	2	4	4	3	Europe	528
6	4	-2	56	1	3	3	4	Europe	528
9	2	2	61	1	3	3	2	Europe	528
7	1	10	65	1	4	4	2	Europe	528
4	4	3	59	1	4	4	4	Europe	528
8	1	6	66	1	3	3	3	Europe	528
5	6	8	86	3	4	4	4	Europe	528
10	1	4	79	2	1	4	2	Europe	528
9	1	-2	62	1	3	-1	2	Europe	528
8	1	6	58	1	3	3	4	Europe	528
7	1	-2	69	2	3	3	4	Europe	528
8	1	4	44	-1	3	3	-1	Europe	528
8	1	5	69	1	4	2	4	Europe	528
6	1	5	73	2	4	4	3	Europe	528
5	1	-1	47	2	4	4	4	Europe	528
8	1	6	48	2	4	4	4	Europe	528
8	6	-1	20	1	1	-1	2	Europe	528
8	2	3	29	2	3	3	3	Europe	528
7	1	4	69	1	2	2	-1	Europe	528
8	2	-2	76	2	3	-1	-1	Europe	528
10	4	10	61	3	4	4	4	Europe	528
7	1	7	43	2	4	4	2	Europe	528
7	2	-2	27	2	3	3	3	Europe	528
9	1	5	43	2	4	4	3	Europe	528
8	1	-2	75	1	4	3	3	Europe	528
8	1	5	53	2	4	4	4	Europe	528
6	3	6	79	1	3	3	3	Europe	528
8	2	2	40	1	4	4	4	Europe	528
6	5	2	71	1	4	3	2	Europe	528
7	2	3	44	2	4	4	3	Europe	528
7	6	1	20	2	4	3	3	Europe	528
8	1	10	62	2	4	4	3	Europe	528
8	1	7	28	1	3	3	2	Europe	528
8	1	5	41	1	4	3	4	Europe	528
7	1	-2	89	1	3	-1	3	Europe	528
9	6	-1	20	2	4	4	3	Europe	528
7	2	4	35	3	4	3	2	Europe	528
8	2	7	41	2	4	4	2	Europe	528
10	5	2	80	1	-1	3	3	Europe	528
8	1	8	46	2	-1	4	2	Europe	528
8	1	5	31	2	4	4	4	Europe	528
8	1	3	51	1	3	3	1	Europe	528
7	1	10	48	1	1	4	4	Europe	528
7	1	-2	35	2	4	4	-1	Europe	528
8	1	-2	66	-1	3	3	-1	Europe	528
6	1	-1	81	1	-1	3	1	Europe	528
5	1	-2	49	2	-1	-1	-1	Europe	528
10	1	-1	41	1	1	2	-1	Europe	528
10	1	-1	33	1	4	4	2	Europe	528
7	1	2	55	1	3	3	-1	Europe	528
7	1	-2	68	1	3	3	-1	Europe	528
8	5	2	67	2	4	4	2	Europe	528
8	1	-2	55	2	3	3	-1	Europe	528
7	1	4	26	1	4	4	2	Europe	528
7	1	6	49	2	4	4	4	Europe	528
8	6	3	53	3	4	4	2	Europe	528
8	1	3	53	1	3	3	2	Europe	528
8	2	-1	38	3	4	4	-1	Europe	528
8	2	-2	27	-2	-2	-2	-2	Europe	528
6	5	2	84	1	3	3	4	Europe	528
4	-1	-2	22	-2	-2	-2	-2	Europe	528
8	1	5	40	1	3	3	4	Europe	528
8	1	5	42	2	3	3	3	Europe	528
5	6	2	28	1	3	3	3	Europe	528
5	2	1	48	2	-1	3	-1	Europe	528
8	1	4	61	1	3	2	2	Europe	528
8	5	3	55	1	3	3	2	Europe	528
8	1	5	44	2	3	4	2	Europe	528
9	1	3	68	3	4	4	4	Europe	528
6	3	3	77	1	2	-1	-1	Europe	528
8	1	3	69	2	3	3	2	Europe	528
8	1	7	71	1	4	4	3	Europe	528
8	5	1	63	1	3	3	2	Europe	528
8	1	6	79	2	4	3	4	Europe	528
8	2	7	29	2	4	4	-1	Europe	528
7	2	6	48	3	4	4	2	Europe	528
8	1	7	36	2	4	4	1	Europe	528
8	1	6	49	2	4	4	4	Europe	528
10	1	1	82	1	2	3	1	Europe	528
7	3	1	60	1	2	3	2	Europe	528
8	1	4	75	1	3	4	4	Europe	528
7	2	-2	62	2	4	4	4	Europe	528
9	1	4	39	1	1	1	1	Europe	528
9	1	7	32	1	3	3	2	Europe	528
9	2	7	33	1	2	3	2	Europe	528
8	-2	-2	27	-2	-2	-2	-2	Europe	528
8	1	7	55	3	4	4	4	Europe	528
5	1	2	51	1	3	-1	2	Europe	528
9	3	4	72	1	3	3	2	Europe	528
6	6	10	29	2	2	4	2	Europe	528
9	1	7	26	1	3	3	3	Europe	528
7	3	6	45	3	4	4	4	Europe	528
7	1	-1	63	3	4	-1	4	Europe	528
8	6	2	47	1	3	3	2	Europe	528
8	4	3	28	3	4	4	4	Europe	528
8	2	4	36	2	-1	4	-1	Europe	528
7	1	5	48	2	4	4	4	Europe	528
9	1	3	73	3	1	3	-1	Europe	528
8	1	8	64	1	3	-1	2	Europe	528
7	3	2	50	2	4	4	3	Europe	528
3	-1	-2	18	3	4	3	-1	Europe	528
2	1	3	56	1	3	4	-1	Europe	528
6	3	-1	67	1	4	3	2	Europe	528
7	6	1	59	1	4	3	3	Europe	528
8	3	3	60	2	4	4	1	Europe	528
9	1	4	57	1	3	3	2	Europe	528
7	1	5	82	1	2	3	3	Europe	528
8	1	4	48	2	-1	4	4	Europe	528
7	1	4	53	1	2	-1	1	Europe	528
10	1	10	57	1	4	4	4	Europe	528
6	1	4	41	2	4	4	-1	Europe	528
8	1	4	67	1	2	3	2	Europe	528
7	3	4	53	2	4	4	3	Europe	528
7	1	6	77	1	4	4	2	Europe	528
9	1	-2	51	1	4	4	4	Europe	528
5	5	5	60	2	4	3	4	Europe	528
9	1	3	54	1	4	4	2	Europe	528
-1	-1	-2	32	-1	-1	-1	-1	Europe	528
8	2	-1	49	2	4	4	4	Europe	528
5	1	6	53	2	3	3	3	Europe	528
5	1	-2	32	1	1	-1	3	Europe	528
6	5	-1	77	-1	2	-1	-1	Europe	528
7	1	6	56	2	4	4	4	Europe	528
8	6	1	21	3	4	4	4	Europe	528
8	1	4	63	1	3	3	2	Europe	528
8	1	9	40	1	3	-1	2	Europe	528
8	6	1	63	1	2	1	-1	Europe	528
7	1	3	68	2	-1	-1	-1	Europe	528
8	1	9	32	2	4	4	4	Europe	528
9	1	4	69	2	-1	4	4	Europe	528
9	6	3	64	2	4	4	2	Europe	528
7	1	6	73	1	4	3	4	Europe	528
7	1	2	44	1	3	3	3	Europe	528
7	1	8	54	1	4	4	4	Europe	528
8	1	5	65	2	3	4	3	Europe	528
7	2	3	22	2	3	3	3	Europe	528
5	6	-1	20	-1	-1	-1	-1	Europe	528
7	5	2	88	1	2	-1	2	Europe	528
8	1	5	61	2	-1	4	3	Europe	528
9	1	5	58	1	4	3	2	Europe	528
7	6	3	28	3	-1	4	2	Europe	528
7	2	6	58	2	4	4	4	Europe	528
7	1	3	48	2	4	4	-1	Europe	528
8	1	7	46	2	4	4	4	Europe	528
8	1	7	51	2	3	3	3	Europe	528
7	3	4	57	1	3	4	4	Europe	528
8	1	-1	60	2	3	3	2	Europe	528
8	1	6	41	-1	2	3	-1	Europe	528
8	2	5	25	2	2	4	3	Europe	528
8	1	-2	57	-1	-1	3	-1	Europe	528
8	2	-1	40	2	-1	-1	-1	Europe	528
3	6	-1	43	2	4	4	4	Europe	528
6	1	6	68	3	4	4	4	Europe	528
8	1	4	89	2	4	4	4	Europe	528
6	6	3	30	2	-1	1	3	Europe	528
4	1	7	81	3	4	4	4	Europe	528
7	1	7	34	2	4	4	3	Europe	528
8	1	-1	74	1	-1	3	-1	Europe	528
7	5	3	82	1	2	2	2	Europe	528
6	6	-1	25	-1	1	4	2	Europe	528
8	1	7	62	1	4	4	3	Europe	528
7	6	2	34	2	3	3	3	Europe	528
9	1	8	31	3	4	4	3	Europe	528
7	2	6	41	2	4	4	3	Europe	528
7	1	8	73	2	4	4	4	Europe	528
7	1	3	56	2	4	3	3	Europe	528
5	6	4	65	2	4	4	2	Europe	528
8	6	2	25	-1	-1	3	-1	Europe	528
9	1	6	43	1	3	3	2	Europe	528
9	2	7	35	2	2	4	2	Europe	528
7	5	3	72	1	4	4	2	Europe	528
8	1	5	47	2	2	4	3	Europe	528
8	2	10	80	1	2	4	3	Europe	528
7	1	5	81	2	4	4	4	Europe	528
8	2	-2	30	2	4	4	4	Europe	528
7	5	2	84	2	3	3	2	Europe	528
8	2	6	30	2	4	1	2	Europe	528
3	6	1	48	3	4	4	4	Europe	528
9	1	-2	49	-1	3	-1	-1	Europe	528
6	1	3	57	1	2	3	4	Europe	528
7	6	5	44	3	2	4	2	Europe	528
8	1	3	66	2	2	3	2	Europe	528
8	6	2	22	3	4	4	4	Europe	528
-1	-1	-2	48	2	-1	-1	-1	Europe	528
7	2	-1	18	2	4	4	-1	Europe	528
9	1	7	45	1	1	-1	-1	Europe	528
8	5	3	63	1	3	3	2	Europe	528
8	1	6	45	1	3	-1	-1	Europe	528
7	2	3	55	1	3	3	4	Europe	528
7	2	3	30	2	4	4	4	Europe	528
9	6	5	44	2	4	4	4	Europe	528
7	6	5	21	2	4	4	1	Europe	528
8	4	-1	51	2	4	4	3	Europe	528
8	1	9	43	1	4	4	3	Europe	528
6	6	2	56	1	4	4	1	Europe	528
7	1	9	74	1	3	3	3	Europe	528
8	6	3	46	1	4	4	3	Europe	528
8	1	5	73	2	3	3	4	Europe	528
8	1	8	63	3	4	4	3	Europe	528
7	1	5	68	2	-1	4	3	Europe	528
8	1	6	41	2	3	3	2	Europe	528
7	1	5	60	2	4	4	4	Europe	528
9	1	8	60	1	1	4	-1	Europe	528
7	1	2	67	2	-1	-1	-1	Europe	528
6	6	1	55	2	4	4	3	Europe	528
7	5	5	84	2	3	3	4	Europe	528
9	1	-2	62	1	4	4	3	Europe	528
10	1	10	64	1	3	3	2	Europe	528
8	1	2	61	2	-1	-1	3	Europe	528
8	5	2	76	1	3	3	2	Europe	528
9	6	8	21	1	4	4	3	Europe	528
8	1	-2	56	2	-1	-1	-1	Europe	528
8	1	5	59	1	4	3	4	Europe	528
9	1	6	35	2	-1	4	-1	Europe	528
8	2	3	32	2	4	4	3	Europe	528
4	4	3	55	1	-1	3	2	Europe	528
9	2	7	42	2	4	4	3	Europe	528
7	6	6	23	1	3	3	2	Europe	528
7	1	8	69	2	4	3	2	Europe	528
4	6	4	60	2	3	4	3	Europe	528
8	1	4	52	3	4	4	4	Europe	528
7	2	-2	41	-1	4	4	-1	Europe	528
10	1	-2	40	1	2	2	-1	Europe	528
8	6	-1	19	2	4	4	3	Europe	528
7	1	2	60	1	4	4	4	Europe	528
9	1	10	34	2	4	4	4	Europe	528
7	3	5	65	3	4	4	3	Europe	528
7	1	3	73	2	2	3	1	Europe	528
7	1	-2	41	2	-1	3	-1	Europe	528
8	1	4	66	1	3	3	3	Europe	528
8	6	2	57	-1	-1	4	-1	Europe	528
8	2	-1	30	-1	-1	-1	-1	Europe	528
9	1	-2	72	2	4	4	-1	Europe	528
7	3	3	55	1	4	4	2	Europe	528
6	6	5	32	1	3	-1	4	Europe	528
5	1	3	66	2	1	4	-1	Europe	528
8	1	8	88	2	4	4	1	Europe	528
4	1	-2	36	1	1	1	3	Europe	528
8	6	4	39	1	4	4	4	Europe	528
10	1	-1	58	1	3	4	-1	Europe	528
8	4	1	22	2	4	3	4	Europe	528
9	5	1	85	1	3	2	1	Europe	528
8	1	3	78	1	4	3	3	Europe	528
8	1	-2	61	2	4	4	-1	Europe	528
7	2	3	41	2	4	4	2	Europe	528
7	6	2	46	2	-1	-1	-1	Europe	528
8	1	8	69	2	4	4	4	Asia	554
3	2	8	29	1	4	-1	2	Asia	554
8	1	8	-2	2	4	4	2	Asia	554
9	1	3	22	1	3	3	3	Asia	554
8	6	4	27	1	3	-1	3	Asia	554
10	1	3	61	2	4	4	4	Asia	554
3	2	5	25	3	4	4	4	Asia	554
7	1	10	56	2	3	4	4	Asia	554
10	1	3	54	-1	3	3	4	Asia	554
7	6	6	35	-1	4	4	-1	Asia	554
9	1	5	72	2	4	4	4	Asia	554
10	1	10	37	1	3	2	2	Asia	554
5	5	1	76	-2	3	3	2	Asia	554
10	1	4	74	2	4	4	1	Asia	554
9	6	3	18	1	2	2	3	Asia	554
10	1	8	60	1	3	3	4	Asia	554
9	2	2	62	2	4	4	4	Asia	554
10	2	6	43	3	4	4	-1	Asia	554
5	2	2	35	2	3	3	2	Asia	554
10	6	1	30	2	4	4	2	Asia	554
-1	1	6	70	3	4	4	4	Asia	554
8	6	3	23	1	3	-1	4	Asia	554
8	2	9	27	3	4	4	4	Asia	554
8	1	2	75	1	3	3	4	Asia	554
8	1	7	49	2	4	4	4	Asia	554
8	1	10	51	2	4	4	4	Asia	554
8	1	5	69	1	3	4	4	Asia	554
7	6	7	49	1	4	4	4	Asia	554
6	3	7	55	1	-1	3	4	Asia	554
10	1	5	73	1	2	1	1	Asia	554
8	1	5	70	3	3	4	2	Asia	554
10	1	6	75	1	3	3	4	Asia	554
8	6	8	44	2	3	3	4	Asia	554
8	1	9	52	1	3	-1	-1	Asia	554
-1	-2	5	81	1	-1	-1	4	Asia	554
10	1	9	45	1	3	3	3	Asia	554
7	1	8	56	2	3	4	4	Asia	554
9	1	8	70	1	3	3	2	Asia	554
8	1	7	59	1	3	3	4	Asia	554
10	1	5	52	2	3	1	3	Asia	554
9	3	9	56	3	1	4	4	Asia	554
8	5	2	79	1	4	3	-2	Asia	554
8	2	6	45	1	3	3	4	Asia	554
8	1	8	58	1	3	4	4	Asia	554
8	-2	3	52	1	3	3	4	Asia	554
8	1	-2	70	2	4	1	4	Asia	554
9	2	8	40	1	4	3	3	Asia	554
8	6	1	25	1	4	4	4	Asia	554
7	1	4	50	1	4	4	2	Asia	554
9	2	1	48	2	-1	-1	3	Asia	554
8	5	2	65	1	2	2	4	Asia	554
10	1	7	62	1	4	-1	3	Asia	554
9	2	5	24	2	3	3	2	Asia	554
3	1	7	43	2	4	4	3	Asia	554
7	2	9	47	2	3	3	4	Asia	554
8	5	10	56	1	3	2	2	Asia	554
9	1	7	70	2	-2	-2	3	Asia	554
10	5	5	72	2	4	4	4	Asia	554
6	1	5	55	1	3	2	2	Asia	554
3	6	7	26	1	4	3	4	Asia	554
8	1	8	27	1	-1	3	4	Asia	554
8	1	2	78	-2	2	1	2	Asia	554
10	1	-2	76	3	4	4	4	Asia	554
4	2	6	38	-1	3	3	4	Asia	554
5	3	1	42	1	3	2	4	Asia	554
8	1	10	43	1	3	-1	-1	Asia	554
7	6	1	54	1	4	3	4	Asia	554
5	6	2	46	3	-1	4	2	Asia	554
8	1	7	33	2	4	4	4	Asia	554
9	3	-2	-2	1	-2	1	4	Asia	554
5	1	6	37	-1	2	4	1	Asia	554
9	3	9	52	2	3	3	3	Asia	554
10	2	9	25	1	4	3	4	Asia	554
10	1	10	47	3	4	4	4	Asia	554
8	1	8	56	2	3	3	2	Asia	554
10	3	9	71	2	4	4	4	Asia	554
9	1	7	37	2	4	4	4	Asia	554
7	5	4	86	1	4	-1	2	Asia	554
8	2	5	31	-1	3	-1	3	Asia	554
3	1	1	22	2	4	1	1	Asia	554
8	1	9	43	1	3	3	4	Asia	554
7	6	4	50	1	3	3	3	Asia	554
9	1	6	74	1	3	3	4	Asia	554
8	1	7	37	2	4	4	4	Asia	554
8	1	7	43	2	-1	-1	3	Asia	554
-1	1	3	67	2	4	4	2	Asia	554
6	6	10	22	1	-1	-1	3	Asia	554
8	1	4	61	1	3	2	2	Asia	554
8	1	3	73	3	3	3	4	Asia	554
9	1	9	54	1	1	1	4	Asia	554
10	1	10	55	3	3	4	3	Asia	554
8	5	4	77	1	3	3	4	Asia	554
10	1	4	66	2	-1	3	4	Asia	554
8	5	-2	77	1	4	3	4	Asia	554
10	2	10	49	3	4	4	-1	Asia	554
9	1	10	62	1	3	3	4	Asia	554
10	1	10	38	1	1	2	4	Asia	554
9	1	6	37	2	-1	3	2	Asia	554
8	1	5	35	2	3	4	2	Asia	554
9	1	8	54	1	4	4	4	Asia	554
9	2	9	26	1	4	4	4	Asia	554
8	4	2	64	2	4	4	-2	Asia	554
8	1	6	38	1	3	3	4	Asia	554
8	2	7	23	2	-1	4	2	Asia	554
9	1	10	48	2	4	3	3	Asia	554
9	1	9	34	2	-1	4	2	Asia	554
2	6	5	38	-1	4	3	4	Asia	554
8	6	-2	90	1	-2	-2	4	Asia	554
10	2	7	43	-1	1	1	4	Asia	554
8	6	1	20	1	1	3	3	Asia	554
9	1	10	61	1	3	3	4	Asia	554
8	1	7	79	2	4	4	-2	Asia	554
10	5	-2	76	2	3	3	4	Asia	554
7	1	8	61	1	3	3	4	Asia	554
8	1	9	34	2	4	4	4	Asia	554
5	6	6	40	2	3	3	4	Asia	554
8	1	10	50	2	4	4	4	Asia	554
7	1	7	56	2	4	3	3	Asia	554
3	4	6	43	1	3	-1	2	Asia	554
7	1	2	65	1	2	3	4	Asia	554
8	2	10	60	1	3	4	4	Asia	554
8	-2	2	73	1	3	3	2	Asia	554
10	1	9	40	2	4	3	2	Asia	554
7	1	10	39	2	4	4	4	Asia	554
8	5	4	30	1	3	3	4	Asia	554
9	1	2	56	1	-1	-1	4	Asia	554
7	6	6	37	2	4	4	4	Asia	554
8	6	9	27	-1	2	-1	-1	Asia	554
7	2	5	36	2	4	4	4	Asia	554
8	1	4	64	2	3	3	2	Asia	554
7	1	7	31	1	3	-1	4	Asia	554
10	1	4	65	1	3	3	2	Asia	554
9	1	8	31	2	3	3	3	Asia	554
8	3	2	71	1	3	-1	-1	Asia	554
8	2	7	52	-1	4	4	3	Asia	554
9	1	10	54	2	4	3	4	Asia	554
7	1	8	59	2	4	3	4	Asia	554
10	5	2	81	1	4	3	-1	Asia	554
7	1	3	64	1	4	4	4	Asia	554
8	1	8	57	1	4	2	4	Asia	554
9	1	5	57	1	3	3	4	Asia	554
5	1	4	56	2	4	4	4	Asia	554
10	1	10	53	2	2	4	4	Asia	554
9	1	3	66	2	3	3	4	Asia	554
8	1	10	52	1	3	3	3	Asia	554
7	1	7	37	3	4	4	3	Asia	554
8	1	4	60	2	-2	3	4	Asia	554
9	2	10	28	3	4	4	4	Asia	554
6	1	9	31	2	3	-1	4	Asia	554
6	1	3	71	2	3	-1	2	Asia	554
6	6	4	38	2	4	3	3	Asia	554
9	5	1	80	-1	4	3	1	Asia	554
8	1	6	56	3	4	4	2	Asia	554
8	1	6	66	2	-2	-2	4	Asia	554
6	1	2	84	1	3	2	2	Asia	554
8	2	6	33	-1	3	3	4	Asia	554
5	1	2	76	1	3	3	4	Asia	554
8	1	7	41	2	4	4	4	Asia	554
9	6	10	19	2	4	3	3	Asia	554
8	1	7	50	3	4	4	4	Asia	554
10	1	7	30	2	3	3	4	Asia	554
10	1	-2	79	2	3	3	4	Asia	554
5	6	7	45	2	3	3	-1	Asia	554
8	3	7	52	3	4	4	4	Asia	554
9	1	8	62	3	4	4	4	Asia	554
5	6	4	43	2	4	4	4	Asia	554
8	1	7	41	2	4	4	4	Asia	554
5	2	3	62	-1	3	4	-1	Asia	554
7	1	8	22	2	3	4	4	Asia	554
6	1	9	49	1	4	4	2	Asia	554
9	1	6	85	2	4	3	4	Asia	554
7	1	7	65	1	2	4	4	Asia	554
7	4	4	39	2	4	4	-1	Asia	554
10	1	-2	78	2	-2	-2	3	Asia	554
5	1	9	38	-1	-1	4	2	Asia	554
5	6	5	50	1	3	3	3	Asia	554
10	1	3	86	2	4	-1	2	Asia	554
10	5	1	76	1	3	3	-1	Asia	554
7	1	6	61	1	2	2	4	Asia	554
10	1	6	27	2	4	3	-1	Asia	554
10	1	9	29	2	4	4	4	Asia	554
10	1	10	39	2	4	4	4	Asia	554
10	5	1	74	1	4	3	4	Asia	554
7	1	10	61	2	3	3	3	Asia	554
1	1	5	47	1	3	3	4	Asia	554
7	2	3	68	1	3	3	4	Asia	554
6	6	1	53	3	4	4	3	Asia	554
9	4	7	49	1	4	4	2	Asia	554
8	1	8	54	2	4	4	4	Asia	554
10	2	2	-2	1	3	3	4	Asia	554
6	5	2	74	2	-1	4	3	Asia	554
5	6	1	18	1	1	1	2	Asia	554
10	-2	1	71	1	4	3	1	Asia	554
6	6	1	41	2	4	4	-1	Asia	554
5	1	10	38	1	3	-1	2	Asia	554
10	3	-2	62	1	-1	1	-1	Asia	554
9	1	9	45	2	4	4	4	Asia	554
10	2	3	35	2	4	4	4	Asia	554
8	3	2	72	1	3	3	2	Asia	554
9	2	4	28	2	4	4	4	Asia	554
10	1	3	66	2	4	4	4	Asia	554
4	4	6	51	2	3	3	3	Asia	554
4	1	6	57	2	4	4	3	Asia	554
9	1	8	44	3	4	4	4	Asia	554
8	2	8	26	2	4	3	3	Asia	554
7	6	2	49	2	4	3	4	Asia	554
1	1	8	70	1	-1	-1	-2	Asia	554
7	5	-2	75	1	4	4	4	Asia	554
4	2	5	27	1	3	-1	4	Asia	554
5	6	3	58	2	3	3	4	Asia	554
10	5	1	81	1	3	-1	-2	Asia	554
1	6	1	25	1	1	1	4	Asia	554
10	1	9	63	2	4	4	4	Asia	554
7	1	9	48	1	4	4	4	Asia	554
7	1	3	76	1	2	1	4	Asia	554
9	1	3	73	2	3	-1	3	Asia	554
9	1	2	76	2	-1	4	2	Asia	554
6	1	9	58	1	4	3	4	Asia	554
8	1	4	71	-1	4	4	4	Asia	554
-1	-2	-2	66	1	4	1	-2	Asia	554
8	1	8	30	2	3	3	3	Asia	554
8	6	1	-2	1	1	1	4	Asia	554
2	1	3	61	1	2	2	2	Asia	554
8	2	7	27	1	4	4	4	Asia	554
10	1	9	63	2	3	3	4	Asia	554
8	1	4	88	2	3	3	1	Asia	554
7	1	8	41	2	4	4	3	Asia	554
7	4	5	47	1	1	3	4	Asia	554
6	3	5	70	1	3	3	4	Asia	554
3	1	3	58	2	3	3	1	Asia	554
10	1	8	63	3	4	4	4	Asia	554
9	1	8	71	3	-2	-2	4	Asia	554
4	1	9	37	1	3	4	4	Asia	554
8	1	3	75	1	3	3	3	Asia	554
10	6	3	55	2	4	4	4	Asia	554
9	2	2	68	1	4	2	3	Asia	554
9	1	6	72	2	4	1	3	Asia	554
8	1	1	66	3	3	4	4	Asia	554
8	1	1	65	2	-1	-1	3	Asia	554
10	5	1	76	2	3	2	2	Asia	554
1	1	9	26	1	4	-1	4	Asia	554
10	1	5	82	2	4	3	4	Asia	554
7	2	2	23	2	4	4	4	Asia	554
6	-2	9	47	2	4	4	4	Asia	554
8	1	10	44	3	4	4	4	Asia	554
4	1	9	45	2	3	3	4	Asia	554
10	1	4	49	-2	-1	-1	-1	Asia	554
10	1	2	69	2	3	3	4	Asia	554
7	1	-2	65	1	3	-1	3	Asia	554
7	1	7	33	-2	1	1	4	Asia	554
9	1	3	70	1	-1	3	4	Asia	554
9	6	1	19	2	4	4	4	Asia	554
6	2	8	28	3	-1	4	4	Asia	554
8	1	6	59	1	3	3	1	Asia	554
10	1	7	48	2	3	3	2	Asia	554
8	5	2	85	1	3	3	4	Asia	554
6	1	4	87	2	4	3	4	Asia	554
8	-2	9	40	-1	4	4	3	Asia	554
5	1	2	53	1	4	4	4	Asia	554
9	1	3	68	2	4	4	4	Asia	554
9	5	-2	89	-2	3	-1	-1	Asia	554
6	6	1	58	1	3	3	-2	Asia	554
7	2	7	44	2	3	3	4	Asia	554
8	1	7	54	2	4	4	3	Asia	554
10	1	6	68	1	4	3	4	Asia	554
6	1	4	56	2	4	2	-1	Asia	554
9	2	8	57	1	4	4	4	Asia	554
9	1	6	50	-1	4	3	4	Asia	554
10	1	10	41	2	-1	4	-1	Asia	554
7	6	9	20	1	3	3	4	Asia	554
8	1	8	32	1	4	2	2	Asia	554
6	1	8	53	2	4	3	2	Asia	554
8	6	4	22	2	4	4	3	Asia	554
10	1	2	76	1	3	3	4	Asia	554
9	1	6	39	-1	3	3	3	Asia	554
8	1	8	47	2	4	4	3	Asia	554
10	1	10	49	2	3	3	3	Asia	554
8	1	-2	76	2	2	1	2	Asia	554
7	1	4	35	1	-1	1	-2	Asia	554
4	6	7	47	1	2	1	1	Asia	554
8	1	7	31	-2	3	-1	3	Asia	554
7	6	4	45	-1	3	3	4	Asia	554
4	1	10	71	2	4	3	3	Asia	554
6	1	9	55	1	3	3	4	Asia	554
-1	-2	2	61	2	-1	-1	-2	Asia	554
10	1	5	76	1	3	3	4	Asia	554
5	6	5	39	1	3	3	4	Asia	554
9	2	7	61	1	3	3	2	Asia	554
7	1	-2	58	2	-1	3	1	Asia	554
10	1	7	66	1	3	-1	3	Asia	554
8	1	3	83	1	3	3	4	Asia	554
7	6	8	19	2	-1	-1	4	Asia	554
6	6	2	51	3	4	3	4	Asia	554
